"YEAR","NEWCOURSECODE","NEWCOURSETITLE","STUDYLEVEL","COMMUTELENGTH","ACCOMMODATIONTYPE","CAMPUSPOSTCODE","AVERAGEMODULEMARK","PERCENTAGEATTENDANCE","DEGREETYPE","DEGREECLASS"
"2016/17","BALAN06F","BA Language and Other Disciplines FT","Level 4",16.4,"Other inc. Private Halls","W1B 2HW",73,66.67,"BA","1st"
"2017/18","BSPSY02F","BSc Psychology FT","Level 6",7.01,"Other inc. Private Halls","W1W 6XH",67,56.36,"BSc","2:i"
"2017/18","BSPOC01F","BSc Architectural Technology FT","Level 4",10.65,"Unknown","NW1 5LS",53,58,"BSc","2:ii"
"2016/17","BAADS02F","BA Graphic Communication Design FT","Level 4",2.22,"UoW Halls","HA1 3TP",65,60.98,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 4",3.99,"Commuter","NW1 5LS",71,90.54,"BA","1st"
"2017/18","BABSM06F","BA Business Management FT","Level 5",3.99,"Commuter","NW1 5LS",55,61.84,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 4",2.61,"Other inc. Private Halls","NW1 5LS",58,39.76,"BA","2:ii"
"2016/17","BAPIR02F","BA International Relations FT","Level 6",0.73,"Other inc. Private Halls","W1B 2HW",68,66.67,"BA","2:i"
"2016/17","BAPIR01F","BA International Relations and Development FT","Level 4",3.52,"Other inc. Private Halls","W1B 2HW",69,75.29,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 4",5.83,"Other inc. Private Halls","NW1 5LS",78,73.97,"BA","1st"
"2016/17","BAJMC04F","BA Public Relations and Advertising FT","Level 6",0.4,"Other inc. Private Halls","HA1 3TP",77,48.21,"BA","1st"
"2016/17","BAHIS03F","BA History FT","Level 4",10.9,"Unknown","W1B 2HW",56,81.16,"BA","2:ii"
"2017/18","BAHIS03F","BA History FT","Level 5",10.9,"Unknown","W1B 2HW",60,55.07,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 4",0.5,"Other inc. Private Halls","NW1 5LS",52,69.86,"BA","2:ii"
"2016/17","BLLAW02F","LLB Law FT","Level 6",2.17,"Other inc. Private Halls","W1B 2HW",56,21.62,"LLB","2:ii"
"2016/17","BAFAS06F","BA Fashion Marketing and Promotion FT","Level 4",2.22,"UoW Halls","HA1 3TP",62,32.39,"BA","2:i"
"2017/18","BAFAS06F","BA Fashion Marketing and Promotion FT","Level 5",0.4,"Other inc. Private Halls","HA1 3TP",63,37.8,"BA","2:i"
"2016/17","BSACC01F","BSc Accounting FT","Level 4",7.92,"Commuter","NW1 5LS",72,69.32,"BSc","1st"
"2017/18","BSACC01F","BSc Accounting FT","Level 5",7.92,"Commuter","NW1 5LS",73,61.33,"BSc","1st"
"2017/18","BABSM06F","BA Business Management FT","Level 5",7.99,"Other inc. Private Halls","NW1 5LS",55,30.38,"BA","2:ii"
"2016/17","BAJMC01F","BA Digital Media and Communication FT","Level 4",1.69,"Unknown","HA1 3TP",66,41.67,"BA","2:i"
